workflow_name,workflow_id,active,finding_ref,severity,finding,node,tool_fix_class,disposition,disposition_note
social-planner-row-append,myXde6jbIIkaG5zW,True,ERR-001,Medium,"No error handling in workflow ""social-planner-row-append""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
social-planner-row-append,myXde6jbIIkaG5zW,True,RETENTION-001,Low,"Excessive data retention in workflow ""social-planner-row-append""",—,User action,NEW-UNIT-RECOMMENDED,NEW-U122 (instance-wide execution-data-retention configuration)
sora video creator | [CLIENT],9g6bB2VzGIts5CmV,True,WEBHOOK-001,High,"Unauthenticated webhook: ""C&F Webhook for Video Submission1""",C&F Webhook for Video Submission1,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
sora video creator | [CLIENT],9g6bB2VzGIts5CmV,True,ERR-001,Medium,"No error handling in workflow ""sora video creator","[CLIENT]""",— | Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
[CLIENT] auto webinar updater,Vm4Q9XRRmS0m5TTW,True,CRED-001,High,Hardcoded bearer_token detected,Send a message,Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
[CLIENT] auto webinar updater,Vm4Q9XRRmS0m5TTW,True,CRED-003,High,Hardcoded credit_card detected,Send a message,Review,NEW-UNIT-RECOMMENDED,"NEW-U118b (same class, flagged for human PCI-pattern review — likely false positive, see note)"
[CLIENT] auto webinar updater,Vm4Q9XRRmS0m5TTW,True,CRED-004,High,Hardcoded bearer_token detected,Update contact fields1,Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
[CLIENT] auto webinar updater,Vm4Q9XRRmS0m5TTW,True,CRED-006,High,Hardcoded credit_card detected,Update contact fields1,Review,NEW-UNIT-RECOMMENDED,"NEW-U118b (same class, flagged for human PCI-pattern review — likely false positive, see note)"
[CLIENT] auto webinar updater,Vm4Q9XRRmS0m5TTW,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook2""",Webhook2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] auto webinar updater,Vm4Q9XRRmS0m5TTW,True,CRED-002,Medium,Hardcoded phone detected,Send a message,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
[CLIENT] auto webinar updater,Vm4Q9XRRmS0m5TTW,True,CRED-005,Medium,Hardcoded phone detected,Update contact fields1,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
[CLIENT] auto webinar updater,Vm4Q9XRRmS0m5TTW,True,ERR-001,Medium,"No error handling in workflow ""[CLIENT] auto webinar updater""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
[CLIENT] Speaker Clinic Date Updater,Oep5MSMbdLWAGTkX,True,CRED-001,High,Hardcoded bearer_token detected,Update Speaker Clinic Date in GHL,Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
[CLIENT] Speaker Clinic Date Updater,Oep5MSMbdLWAGTkX,True,CRED-003,High,Hardcoded credit_card detected,Update Speaker Clinic Date in GHL,Review,NEW-UNIT-RECOMMENDED,"NEW-U118b (same class, flagged for human PCI-pattern review — likely false positive, see note)"
[CLIENT] Speaker Clinic Date Updater,Oep5MSMbdLWAGTkX,True,CRED-002,Medium,Hardcoded phone detected,Update Speaker Clinic Date in GHL,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
[CLIENT] Speaker Clinic Date Updater,Oep5MSMbdLWAGTkX,True,ERR-001,Medium,"No error handling in workflow ""[CLIENT] Speaker Clinic Date Updater""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
[CLIENT] Voiceai Pt 1,YgjqTE7eipf6rIeo,True,WEBHOOK-001,High,"Unauthenticated webhook: ""get a calendar availability""",get a calendar availability,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voiceai pt 2,Wu6WPJd98i9ywb5k,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Book appointment""",Book appointment,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Status Update,QHNr4LTxNPAzg8lY,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
STEP 01A Make Branch Low Ticket B,GT6lvuK0KQMeZAN7,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
STEP 01A Make Branch Low Ticket B,GT6lvuK0KQMeZAN7,True,ERR-001,Medium,"No error handling in workflow ""STEP 01A Make Branch Low Ticket B""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
STEP 01A Make Branch Low Ticket B Single Page,PmdlnjGGYjgerDLY,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
STEP 01A Make Branch Low Ticket B Single Page,PmdlnjGGYjgerDLY,True,ERR-001,Medium,"No error handling in workflow ""STEP 01A Make Branch Low Ticket B Single Page""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Step 01B Make Branch Upsell A,ApRnOUJ1p2NHRz7Z,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Step 01B Make Branch Upsell A,ApRnOUJ1p2NHRz7Z,True,ERR-001,Medium,"No error handling in workflow ""Step 01B Make Branch Upsell A""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Step 01C Make Branch Upsell B,37gYsFywmPUocD8f,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Step 01C Make Branch Upsell B,37gYsFywmPUocD8f,True,ERR-001,Medium,"No error handling in workflow ""Step 01C Make Branch Upsell B""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
STEP 01D Make Branch Downsell A,3U8Snl7TjaE9jpSW,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
STEP 01D Make Branch Downsell A,3U8Snl7TjaE9jpSW,True,ERR-001,Medium,"No error handling in workflow ""STEP 01D Make Branch Downsell A""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
STEP 01E Make Branch Downsell B,1vajIXqF8IS7aW4W,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
STEP 01E Make Branch Downsell B,1vajIXqF8IS7aW4W,True,ERR-001,Medium,"No error handling in workflow ""STEP 01E Make Branch Downsell B""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Step 01F Make Branch Bumpsell,tUU56wTMCREECbpC,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Step 01F Make Branch Bumpsell,tUU56wTMCREECbpC,True,ERR-001,Medium,"No error handling in workflow ""Step 01F Make Branch Bumpsell""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Step 03A Branch High Ticket A,QsAJGcijcSE6NJ9W,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Step 03A Branch High Ticket A,QsAJGcijcSE6NJ9W,True,ERR-001,Medium,"No error handling in workflow ""Step 03A Branch High Ticket A""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
STEP 03B Branch High Ticket B,gYQpVorkOKQEoRct,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
STEP 03B Branch High Ticket B,gYQpVorkOKQEoRct,True,ERR-001,Medium,"No error handling in workflow ""STEP 03B Branch High Ticket B""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Super Bot Remix,idsIpsmdIUB9ujPk,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Template social media posting,uYkpV1F6qKOY1DSL,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
template upload to convert and flow ghl,k7OKMMPAungp2BJP,False,CRED-001,High,Hardcoded bearer_token detected,Get all folder in convert and flow media storage,Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
tonya wise Voice AI Dec 1 25 UPDATE copy,z7cMtZStiZzLEeAv,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Book appointment""",Book appointment,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
tonya wise Voice AI Dec 1 25 UPDATE copy,z7cMtZStiZzLEeAv,True,WEBHOOK-002,High,"Unauthenticated webhook: ""get a calendar availability""",get a calendar availability,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
tonya wise Voice AI Dec 1 25 UPDATE copy,z7cMtZStiZzLEeAv,True,WEBHOOK-003,High,"Unauthenticated webhook: ""get transcript""",get transcript,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
tonya wise Voice AI Dec 1 25 UPDATE copy,z7cMtZStiZzLEeAv,True,WEBHOOK-004,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Transcript (Call End),WtDN3LRerlMyD00o,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Trevor/[CLIENT] Retell Book Appointment,jttrrIIZzhZIKJKG,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Trevor/[CLIENT] Retell Get Slots,gOksjBrIl9yOIUkS,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Trevor/[CLIENT] Retell Get Slots,gOksjBrIl9yOIUkS,True,ERR-001,Medium,"No error handling in workflow ""Trevor/[CLIENT] Retell Get Slots""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Ultimate Prompt Creator For Slides part 1,y3yZuA79ebJpLo1b,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Prompt Request Form""",Prompt Request Form,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Ultimate Prompt Creator For Slides part 1,y3yZuA79ebJpLo1b,True,CRED-001,Medium,Hardcoded email detected,Prompt Request Form,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Ultimate Prompt Creator For Slides part 1,y3yZuA79ebJpLo1b,True,CRED-002,Medium,Hardcoded email detected,Send Prompts Email,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Ultimate Prompt Creator For Slides part 1,y3yZuA79ebJpLo1b,True,ERR-001,Medium,"No error handling in workflow ""Ultimate Prompt Creator For Slides part 1""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
UPD Pin Webhook,3eb8Xy5Almly4ZpL,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Validate user,XAbzhH1Egzjyns0g,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Validate user,XAbzhH1Egzjyns0g,True,ERR-001,Medium,"No error handling in workflow ""Validate user""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Voice ai prompt creator,Ywm2tMRW7NQci6xW,True,WEBHOOK-001,High,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Voice ai prompt creator,Ywm2tMRW7NQci6xW,True,WEBHOOK-002,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Voice ai prompt creator,Ywm2tMRW7NQci6xW,True,ERR-001,Medium,"No error handling in workflow ""Voice ai prompt creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Voice Ai TEMPLATE part 1 Check calendar & book appointments JAN 8 2026,b17VVFd5e9tigXys,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Book appointment""",Book appointment,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Voice Ai TEMPLATE part 1 Check calendar & book appointments JAN 8 2026,b17VVFd5e9tigXys,True,WEBHOOK-002,High,"Unauthenticated webhook: ""get a calendar availability""",get a calendar availability,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Webhook version of ImageMan 3 nano,zgwCua2E0wF5PMFO,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Webhook version of ImageMan 3 nano,zgwCua2E0wF5PMFO,True,ERR-001,Medium,"No error handling in workflow ""Webhook version of ImageMan 3 nano""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
⚠️ WALLET ALERT → Telegram (Trevor),7ErmXvNM9c88Y4ID,True,ERR-001,Medium,"No error handling in workflow ""⚠️ WALLET ALERT → Telegram (Trevor)""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
👤 Trevor Speaks - Private Welcome (30s delay),dh5EPzTsS4A0n6ye,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Bot Start Webhook""",Bot Start Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
👤 Trevor Speaks - Private Welcome (30s delay),dh5EPzTsS4A0n6ye,False,ERR-001,Medium,"No error handling in workflow ""👤 Trevor Speaks - Private Welcome (30s delay)""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
📢 Telegram Channel Join Alert → Trevor,6lcR8zqOX1fYeGvX,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Telegram Webhook""",Telegram Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
📢 Telegram Channel Join Alert → Trevor,6lcR8zqOX1fYeGvX,False,ERR-001,Medium,"No error handling in workflow ""📢 Telegram Channel Join Alert → Trevor""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
🤖 Trevor Speaks - All Events (Welcome + Join Alerts),YH4nkPgwI4HgtBPP,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Telegram Webhook""",Telegram Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
🤖 Trevor Speaks - All Events (Welcome + Join Alerts),YH4nkPgwI4HgtBPP,False,ERR-001,Medium,"No error handling in workflow ""🤖 Trevor Speaks - All Events (Welcome + Join Alerts)""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
01-Sub-Workflow - Image Quiz Image Generator v10,qmFCHWuX2cZg6QTncV1PI,True,ERR-001,Medium,"No error handling in workflow ""01-Sub-Workflow - Image Quiz Image Generator v10""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
02-Combined Image Creator,c5K1ihIUKXF1fNZClRrCP,True,ERR-001,Medium,"No error handling in workflow ""02-Combined Image Creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
02-Social Media in a Box Content Generator,T2GNL2AS3qbcms8S,False,ERR-001,Medium,"No error handling in workflow ""02-Social Media in a Box Content Generator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
17 - AI LinkedIn Responder,ze93axxRd6OsBnlm,False,ERR-001,Medium,"No error handling in workflow ""17 - AI LinkedIn Responder""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
4x3x3 Test,EX9eLB6GZ95Xv65U,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
advanced grok video,kECUDtMMwYWGsKV5,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Agent [CLIENT] Test,Dz86rYCQZfSxUqrM,False,ERR-001,Medium,"No error handling in workflow ""Agent [CLIENT] Test""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Agent [CLIENT] Test,Dz86rYCQZfSxUqrM,False,RETENTION-001,Low,"Excessive data retention in workflow ""Agent [CLIENT] Test""",—,User action,NEW-UNIT-RECOMMENDED,NEW-U122 (instance-wide execution-data-retention configuration)
Agent [CLIENT] Test,Ef1NBhbCrL66QDGT,False,ERR-001,Medium,"No error handling in workflow ""Agent [CLIENT] Test""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Agent [CLIENT] Test,Ef1NBhbCrL66QDGT,False,RETENTION-001,Low,"Excessive data retention in workflow ""Agent [CLIENT] Test""",—,User action,NEW-UNIT-RECOMMENDED,NEW-U122 (instance-wide execution-data-retention configuration)
Airtable Test,UDnxApPYfCmtWkUZ,False,ERR-001,Medium,"No error handling in workflow ""Airtable Test""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Anthology Drive Broker,F2X3SxZVhWRDxHOV,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook anthology-drive""",Webhook anthology-drive,Auto-fix,NEW-UNIT-RECOMMENDED (cross-ref existing unit),"Workflow also in scope of U64/GK-02 (old stub, now inactive post-cutover); this specific security finding is additive (not covered by that unit's own acceptance criteria) -> NEW-U120 (instance-wide unauthenticated-webhook remediation)"
Anthology Drive Broker,F2X3SxZVhWRDxHOV,False,ERR-001,Medium,"No error handling in workflow ""Anthology Drive Broker""",—,Review,NEW-UNIT-RECOMMENDED (cross-ref existing unit),"Workflow also in scope of U64/GK-02 (old stub, now inactive post-cutover); this specific security finding is additive (not covered by that unit's own acceptance criteria) -> NEW-U121 (instance-wide error-handling coverage)"
anthology writer,LtCloLuM1SOi4wpU,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""GoHighLevel Webhook""",GoHighLevel Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
anthology writer,LtCloLuM1SOi4wpU,False,WEBHOOK-002,Medium,"Unauthenticated webhook: ""Producer Approval""",Producer Approval,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
anthology writer,LtCloLuM1SOi4wpU,False,ERR-001,Medium,"No error handling in workflow ""anthology writer""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Anthology Writer - [CLIENT] CC,D3I9ylvwXIWRd7NE,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Anthology Writer - [CLIENT] CC,D3I9ylvwXIWRd7NE,False,ERR-001,Medium,"No error handling in workflow ""Anthology Writer - [CLIENT] CC""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Avatar Alchemist Test Flow,kNA5M2xorQJXoGKD,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook2""",Webhook2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Avatar Quiz Engagement System - Full,QFkrQzSBpPSxRzC3,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook Trigger""",Webhook Trigger,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Avatar Quiz Engagement System - Full,QFkrQzSBpPSxRzC3,False,WEBHOOK-002,Medium,"Unauthenticated webhook: ""Webhook - Selections""",Webhook - Selections,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Avatar Quiz Engagement System - Full,QFkrQzSBpPSxRzC3,False,ERR-001,Medium,"No error handling in workflow ""Avatar Quiz Engagement System - Full""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Avatar Quiz Engagement System v3,NEOVLiBxOlyIyHDL,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook Trigger - Quiz Intake""",Webhook Trigger - Quiz Intake,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Avatar Quiz Engagement System v3,NEOVLiBxOlyIyHDL,False,WEBHOOK-002,Medium,"Unauthenticated webhook: ""Webhook Trigger - Receive Selections""",Webhook Trigger - Receive Selections,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Avatar Quiz Engagement System v3,NEOVLiBxOlyIyHDL,False,ERR-001,Medium,"No error handling in workflow ""Avatar Quiz Engagement System v3""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
BlackCEO voice AI system,RxiPAKSpwXsartAh,False,CRED-001,Medium,Hardcoded email detected,HTTP Request,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
BlackCEO voice AI system,RxiPAKSpwXsartAh,False,CRED-002,Medium,Hardcoded phone detected,HTTP Request,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
BlackCEO voice AI system,RxiPAKSpwXsartAh,False,ERR-001,Medium,"No error handling in workflow ""BlackCEO voice AI system""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Book Writer Fail,jrHCWGIxSSIPgtv1,True,CRED-001,Medium,Hardcoded email detected,Gmail,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
CLASS LinkedIn EMAIL scraper copy,o1o835CQNRNkjpyx,False,ERR-001,Medium,"No error handling in workflow ""CLASS LinkedIn EMAIL scraper copy""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Class on AI agent,myvk0G4ORN0gVtdS,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Class on AI agent,myvk0G4ORN0gVtdS,False,ERR-001,Medium,"No error handling in workflow ""Class on AI agent""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Client Data Extractor - Clients Bceo,JcxdLjFa5qmgKlLe,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Client Data Extractor - Clients Bceo,JcxdLjFa5qmgKlLe,False,ERR-001,Medium,"No error handling in workflow ""Client Data Extractor - Clients Bceo""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Convert Avatar document into a beautiful PDF,1NujvcZyfmHgPxga,False,CRED-001,Medium,Hardcoded email detected,Upload file in Google Drive,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Convert Avatar document into a beautiful PDF,1NujvcZyfmHgPxga,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Convert Avatar document into a beautiful PDF,1NujvcZyfmHgPxga,False,ERR-001,Medium,"No error handling in workflow ""Convert Avatar document into a beautiful PDF""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
copy slide Image Creator Part 3 copy,Xc7CM7UMWmqCTYMT,False,ERR-001,Medium,"No error handling in workflow ""copy slide Image Creator Part 3 copy""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
create podcast episode from openclaw,TkL0rn2SH3q32SeB,True,CRED-001,Medium,Hardcoded email detected,Gmail — Entry Guard Refused Notification,Review,NEW-UNIT-RECOMMENDED (cross-ref existing unit),"Workflow also in scope of U63/GK-01 (podcast publish path, deferred operator-gated); this specific security finding is additive (not covered by that unit's own acceptance criteria) -> NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
create podcast episode from openclaw,TkL0rn2SH3q32SeB,True,CRED-002,Medium,Hardcoded email detected,Gmail — Standing Identity Gate Refused Notification,Review,NEW-UNIT-RECOMMENDED (cross-ref existing unit),"Workflow also in scope of U63/GK-01 (podcast publish path, deferred operator-gated); this specific security finding is additive (not covered by that unit's own acceptance criteria) -> NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
create podcast episode from openclaw,TkL0rn2SH3q32SeB,True,CRED-003,Medium,Hardcoded email detected,Gmail — Media Preflight Refused Notification,Review,NEW-UNIT-RECOMMENDED (cross-ref existing unit),"Workflow also in scope of U63/GK-01 (podcast publish path, deferred operator-gated); this specific security finding is additive (not covered by that unit's own acceptance criteria) -> NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
